DATE,DAT,TREAT,NO,SP,LCC,CHN,VALUE
2022/5/17,64,MN,3,1,2,Red,72
2022/5/17,64,MN,3,2,2,Red,154
2022/5/17,64,MN,3,3,2,Red,167
2022/5/17,64,MN,3,4,2,Red,158
2022/5/17,64,MN,3,5,2,Red,181
2022/5/17,64,MN,3,6,3,Red,184
2022/5/17,64,MN,3,7,3,Red,155
2022/5/17,64,MN,3,8,3,Red,146
2022/5/17,64,MN,3,9,3,Red,147
2022/5/17,64,MN,3,10,3,Red,151
2022/5/17,64,MN,3,11,4,Red,175
2022/5/17,64,MN,3,12,4,Red,138
2022/5/17,64,MN,3,13,4,Red,134
2022/5/17,64,MN,3,14,4,Red,139
2022/5/17,64,MN,3,15,4,Red,135
2022/5/17,64,MN,3,16,5,Red,129
2022/5/17,64,MN,3,17,5,Red,96
2022/5/17,64,MN,3,18,5,Red,117
2022/5/17,64,MN,3,19,5,Red,129
2022/5/17,64,MN,3,20,5,Red,106
2022/5/17,64,MN,3,21,6,Red,124
2022/5/17,64,MN,3,22,6,Red,89
2022/5/17,64,MN,3,23,6,Red,134
2022/5/17,64,MN,3,24,6,Red,133
2022/5/17,64,MN,3,25,6,Red,105
2022/5/17,64,MN,3,26,6,Red,106
2022/5/17,64,MN,3,27,6,Red,113
2022/5/17,64,MN,3,28,6,Red,118
2022/5/17,64,MN,3,29,6,Red,116
2022/5/17,64,MN,3,30,6,Red,129
2022/5/17,64,MN,3,1,2,Green,115
2022/5/17,64,MN,3,2,2,Green,71
2022/5/17,64,MN,3,3,2,Green,99
2022/5/17,64,MN,3,4,2,Green,72
2022/5/17,64,MN,3,5,2,Green,99
2022/5/17,64,MN,3,6,3,Green,105
2022/5/17,64,MN,3,7,3,Green,110
2022/5/17,64,MN,3,8,3,Green,101
2022/5/17,64,MN,3,9,3,Green,102
2022/5/17,64,MN,3,10,3,Green,108
2022/5/17,64,MN,3,11,4,Green,130
2022/5/17,64,MN,3,12,4,Green,113
2022/5/17,64,MN,3,13,4,Green,109
2022/5/17,64,MN,3,14,4,Green,114
2022/5/17,64,MN,3,15,4,Green,107
2022/5/17,64,MN,3,16,5,Green,101
2022/5/17,64,MN,3,17,5,Green,83
2022/5/17,64,MN,3,18,5,Green,103
2022/5/17,64,MN,3,19,5,Green,116
2022/5/17,64,MN,3,20,5,Green,90
2022/5/17,64,MN,3,21,6,Green,108
2022/5/17,64,MN,3,22,6,Green,40
2022/5/17,64,MN,3,23,6,Green,79
2022/5/17,64,MN,3,24,6,Green,70
2022/5/17,64,MN,3,25,6,Green,52
2022/5/17,64,MN,3,26,6,Green,57
2022/5/17,64,MN,3,27,6,Green,62
2022/5/17,64,MN,3,28,6,Green,56
2022/5/17,64,MN,3,29,6,Green,54
2022/5/17,64,MN,3,30,6,Green,67
2022/5/17,64,MN,3,1,2,Blue,62
2022/5/17,64,MN,3,2,2,Blue,113
2022/5/17,64,MN,3,3,2,Blue,133
2022/5/17,64,MN,3,4,2,Blue,115
2022/5/17,64,MN,3,5,2,Blue,139
2022/5/17,64,MN,3,6,3,Blue,144
2022/5/17,64,MN,3,7,3,Blue,129
2022/5/17,64,MN,3,8,3,Blue,120
2022/5/17,64,MN,3,9,3,Blue,121
2022/5/17,64,MN,3,10,3,Blue,126
2022/5/17,64,MN,3,11,4,Blue,149
2022/5/17,64,MN,3,12,4,Blue,120
2022/5/17,64,MN,3,13,4,Blue,116
2022/5/17,64,MN,3,14,4,Blue,121
2022/5/17,64,MN,3,15,4,Blue,116
2022/5/17,64,MN,3,16,5,Blue,110
2022/5/17,64,MN,3,17,5,Blue,84
2022/5/17,64,MN,3,18,5,Blue,104
2022/5/17,64,MN,3,19,5,Blue,117
2022/5/17,64,MN,3,20,5,Blue,93
2022/5/17,64,MN,3,21,6,Blue,111
2022/5/17,64,MN,3,22,6,Blue,58
2022/5/17,64,MN,3,23,6,Blue,101
2022/5/17,64,MN,3,24,6,Blue,95
2022/5/17,64,MN,3,25,6,Blue,73
2022/5/17,64,MN,3,26,6,Blue,75
2022/5/17,64,MN,3,27,6,Blue,81
2022/5/17,64,MN,3,28,6,Blue,81
2022/5/17,64,MN,3,29,6,Blue,80
2022/5/17,64,MN,3,30,6,Blue,93
